date,day,day_of_week,day_of_week_cos,day_of_week_sin,day_of_year,day_of_year_cos,day_of_year_sin,days_until_holiday,estoque_atual,is_holiday,is_payday,is_weekend,item,lag_1,lag_14,lag_2,lag_21,lag_28,lag_3,lag_7,lag_91,month,month_cos,month_sin,pedido_final,rolling_mean_28,rolling_mean_7,rolling_mean_91,rolling_std_28,rolling_std_7,rolling_std_91,sales_diff_lag1,sales_diff_lag7,store,timestamp_captura,y_pred
2024-01-15,15,0,1.0,0.0,15,0.9668478136052775,0.255353295116187,74,0,0,0,False,25,4.48863636973214,4.59511985013459,4.477336814478207,4.59511985013459,4.663439094112067,4.406719247264253,4.68213122712422,4.709530201312334,1,0.8660254037844387,0.49999999999999994,0,4.463595541325947,4.453493615461432,4.546840982703313,0.12605749553497622,0.11424322894960665,0.16617662021209664,0,0,1,2025-12-19T07:12:37.520535,4.335534572601318
2024-01-15,15,0,1.0,0.0,15,0.9668478136052775,0.255353295116187,74,0,0,0,False,25,4.48863636973214,4.59511985013459,4.477336814478207,4.59511985013459,4.663439094112067,4.406719247264253,4.68213122712422,4.709530201312334,1,0.8660254037844387,0.49999999999999994,0,4.463595541325947,4.453493615461432,4.546840982703313,0.12605749553497622,0.11424322894960665,0.16617662021209664,0,0,1,2025-12-19T15:07:58.219169,4.335534572601318
2024-01-15,15,0,1.0,0.0,15,0.9668478136052775,0.255353295116187,74,10,0,0,False,25,4.48863636973214,4.59511985013459,4.477336814478207,4.59511985013459,4.663439094112067,4.406719247264253,4.68213122712422,4.709530201312334,1,0.8660254037844387,0.49999999999999994,7,4.4635955413259465,4.453493615461433,4.546840982703313,0.1260574955349619,0.11424322894960116,0.16617662021207588,0,0,1,2025-12-19T15:08:26.023116,4.3355346
2024-01-15,15,0,1.0,0.0,15,0.9668478136052775,0.255353295116187,74,5,0,0,False,30,3.970291913552122,3.9512437185814275,3.6635616461296463,3.9318256327243257,3.7376696182833684,3.9889840465642745,3.970291913552122,3.9512437185814275,1,0.8660254037844387,0.49999999999999994,11,3.7815237405129247,3.7478435583655014,3.879401084893614,0.18535167945809028,0.23625105431515103,0.2018589216578871,0,0,1,2025-12-19T15:08:26.023116,3.4910505
2017-10-01,1,6,0.6234898018587334,-0.7818314824680299,274,0.004303538296243821,-0.9999907397361901,11,0,0,1,True,1,3.4339872044851463,3.4339872044851463,3.367295829986474,3.4339872044851463,3.1780538303479458,3.1780538303479458,3.2188758248682006,3.6635616461296463,10,0.5000000000000001,-0.8660254037844386,0,3.188463555765254,3.168986625733089,3.2697709932975503,0.2607527153992202,0.2587299443281496,0.24576239152649595,0,0,1,2025-12-19T16:05:46.177418,3.271141767501831
2017-10-02,2,0,1.0,0.0,275,0.021516097436222233,-0.9997685019798909,10,1,0,1,False,1,3.4339872044851463,3.4339872044851463,3.367295829986474,3.4339872044851463,3.1780538303479458,3.1780538303479458,3.2188758248682006,3.6635616461296463,10,0.5000000000000001,-0.8660254037844386,14,3.188463555765254,3.168986625733089,3.2697709932975503,0.2607527153992185,0.2587299443281552,0.24576239152651405,0,0,1,2025-12-19T16:05:48.308095,2.901446
2017-10-03,3,1,0.6234898018587336,0.7818314824680298,276,0.03872228089217399,-0.9992500112396835,9,0,0,1,False,1,3.4339872044851463,3.4339872044851463,3.367295829986474,3.4339872044851463,3.1780538303479458,3.1780538303479458,3.2188758248682006,3.6635616461296463,10,0.5000000000000001,-0.8660254037844386,0,3.188463555765254,3.168986625733089,3.2697709932975503,0.2607527153992202,0.2587299443281496,0.24576239152649595,0,0,1,2025-12-19T16:05:50.382438,3.041431427001953
2017-10-04,4,2,-0.22252093395631434,0.9749279121818236,277,0.05591699010060302,-0.9984354211555643,8,8,0,1,False,1,3.4339872044851463,3.4339872044851463,3.367295829986474,3.4339872044851463,3.1780538303479458,3.1780538303479458,3.2188758248682006,3.6635616461296463,10,0.5000000000000001,-0.8660254037844386,8,3.188463555765254,3.168986625733089,3.2697709932975503,0.2607527153992185,0.2587299443281552,0.24576239152651405,0,0,1,2025-12-19T16:05:52.486514,3.0427818
2017-10-05,5,3,-0.900968867902419,0.43388373911755823,278,0.07309512989807776,-0.9973249731081555,7,0,0,1,False,1,3.4339872044851463,3.4339872044851463,3.367295829986474,3.4339872044851463,3.1780538303479458,3.1780538303479458,3.2188758248682006,3.6635616461296463,10,0.5000000000000001,-0.8660254037844386,0,3.188463555765254,3.168986625733089,3.2697709932975503,0.2607527153992202,0.2587299443281496,0.24576239152649595,0,0,1,2025-12-19T16:05:54.557442,3.1087653636932373
2017-10-06,6,4,-0.9009688679024191,-0.433883739117558,279,0.0902516100310407,-0.9959189961471792,6,17,0,1,False,1,3.4339872044851463,3.4339872044851463,3.367295829986474,3.4339872044851463,3.1780538303479458,3.1780538303479458,3.2188758248682006,3.6635616461296463,10,0.5000000000000001,-0.8660254037844386,0,3.188463555765254,3.168986625733089,3.2697709932975503,0.2607527153992185,0.2587299443281552,0.24576239152651405,0,0,1,2025-12-19T16:05:56.649322,3.1686823
